"problem","solution","extension_number"
"Client :  Bonjour, j ai un problème avec ma borne de commande, elle ne fonctionne pas correctement. 

Technicien Biborne :  Bonjour, pouvez-vous me décrire le problème que vous rencontrez avec la borne de commande ? 

Client :  Quand les clients passent commande, les étapes ne s affichent pas correctement et les commandes ne sont pas enregistrées correctement dans le système. 

Technicien Biborne :  Je vais vérifier ça de mon côté, avez-vous essayé de redémarrer la borne de commande et le système d encaissement pour voir si le problème persiste ? 

Client :  Oui, j ai déjà essayé mais le problème persiste. 

Technicien Biborne :  D accord, je vais vous guider pour effectuer quelques manipulations afin de régler ce problème, pouvez-vous suivre mes instructions ? 

Client :  Oui, je suis prêt à suivre vos instructions. 

Technicien Biborne :  Parfait, je vais vous envoyer les étapes à suivre par email pour résoudre le problème. N hésitez pas à me recontacter si le problème persiste. 

Client :  Merci beaucoup pour votre aide, je vais suivre vos instructions à la lettre. 

Technicien Biborne :  De rien, n hésitez pas à me tenir informé de l évolution de la situation. Bonne journée ! 

Problème résolu.",Il faut demander plus de détails au client pour mieux cerner le problème et essayer de le résoudre.,"113"
produit non apparent sur les bornes,gestion de produit,"202"
"Le client est un restaurant de fast food qui rencontre des problèmes avec sa borne de commande. Il contacte Biborne pour obtenir de l aide. Le technicien Biborne écoute les difficultés du client et propose des solutions pour résoudre ses problèmes. Après avoir suivi les instructions du technicien, le client confirme que le problème est résolu. 

Problème résolu grâce à l assistance de Biborne !",Le technicien doit approfondir ses connaissances sur les paramètres de configuration internet,"113"
"Client : Bonjour, j ai un problème avec ma borne de commande, elle ne fonctionne pas correctement.
Technicien : Bonjour, pouvez-vous me décrire le problème que vous rencontrez exactement ?
Client : Quand les clients passent leur commande, elle ne s affiche pas correctement à l écran.
Technicien : Avez-vous essayé de redémarrer la borne ?
Client : Oui, mais le problème persiste.
Technicien : Il se peut que ce soit un problème de connexion ou de logiciel. Je vais prendre le contrôle à distance de votre borne pour diagnostiquer le problème.
Client : D accord, merci.
Technicien : Après vérification, il semblerait que le logiciel de commande nécessite une mise à jour. Je vais procéder à l installation de la mise à jour.
Client : Parfait, merci pour votre intervention.
Technicien : Le problème devrait être résolu maintenant. N hésitez pas à me recontacter si vous rencontrez à nouveau des difficultés.

Le problème a été résolu.",Le technicien doit approfondir ses connaissances sur le dépannage des problèmes de connexion Internet.,"113"
Le client a des problèmes avec l application Dishop concernant la gestion des options gratuites. Le technicien va vérifier et demander de l aide à ses collègues pour résoudre le problème. Le client devrait être rappelé dès que possible pour une solution. La problématique n est pas encore résolue.,Mieux communiquer avec le client concernant les étapes de résolution du problème,"113"
"Client : Bonjour, je suis le gérant du restaurant fast food  Chez Max  et j ai un problème avec notre borne de commande. Elle ne fonctionne plus correctement et nous avons des commandes qui s accumulent.

Technicien : Bonjour, je suis le technicien de chez Biborne. Pouvez-vous me décrire plus en détail le problème que vous rencontrez avec la borne de commande ?

Client : En fait, lorsque les clients passent leur commande, certaines ne sont pas enregistrées et nous rencontrons également des soucis au niveau de l impression des tickets.

Technicien : D accord, je vais essayer de diagnostiquer le problème à distance. Pourriez-vous me donner l accès à votre système pour que je puisse jeter un coup d oeil ?

Client : Oui, bien sûr, voici les identifiants nécessaires. Merci de votre aide.

Technicien : Merci, je vais vérifier les configurations et les paramètres de la borne de commande pour voir d où peut venir le problème. Je vous tiens informé de l avancée de la résolution du souci.

Client : Merci beaucoup, nous avons vraiment besoin que le problème soit résolu rapidement car cela impacte notre service et la satisfaction de nos clients.

Technicien : Ne vous inquiétez pas, je vais faire de mon mieux pour résoudre le problème dans les plus brefs délais. Je reviendrai vers vous dès que j aurai trouvé une solution.

Le problème n est pas encore résolu mais le technicien a pris en charge la situation et travaille activement à sa résolution.","","113"
"Le client est un restaurant de fast food qui a ré-uploadé sa carte sur l application du shop mais les modifications ne se sont pas appliquées. Le technicien Biborne recommande d appeler Kadra, la responsable du shop, pour valider la carte de son côté. Le client comprend et s engage à contacter Kadra. Le problème n est pas encore résolu mais une solution a été trouvée.",Améliorer la communication et la coordination avec les responsables des magasins pour une résolution plus efficace des problèmes.,"113"
"Le client est Aminata du Chamas Burger de Place Pichy. La problématique est que le ticket scanné sur la borne extérieure ne donne rien sur la caisse. Le technicien Biborne indique qu il y a un problème de connexion internet, ce qui empêche le bon fonctionnement. Après avoir vérifié et reconnecté la borne, le problème est résolu et le ticket scanne correctement. La mise à jour de l heure sur le ticket a également été corrigée. Le problème est résolu et le client est satisfait.",,"202"
Le client a contacté Buborn pour demander l ajout de 2 boissons sur OBM. Le technicien a confirmé la modification et a été informé d un problème avec la taille de l image de Selecto sur la borne. Le technicien va vérifier s il a une autre image et rappellera le client après avoir fait la modification. Le problème n est pas encore résolu.,Assurer une meilleure communication pour éviter les malentendus.,"113"
Le client est un restaurant fast food qui rencontre un problème de dimension des bornes de commande par rapport à la nouvelle carte en cours d utilisation. Le technicien Biborn rassure le client en lui disant que tout sera bientôt changé pour s adapter à la nouvelle carte. Le problème n est pas encore résolu mais une solution est en cours.,"","113"
"Le client a rencontré un problème de doublons sur les catégories de la carte affichée sur la borne de commande, notamment avec la catégorie  tacos . Le technicien a demandé au client de montrer le problème sur la borne et a identifié le souci. Il a promis de vérifier et de corriger les doublons mentionnés par le client, ainsi que d ajouter les éléments manquants tels que les photos des ingrédients et les suppléments. Le client a demandé au technicien de le recontacter une fois les corrections effectuées. Le problème n est pas encore résolu mais le technicien s est engagé à le résoudre.",Le technicien doit vérifier tous les éléments mentionnés sur la carte et apporter les modifications nécessaires.,"113"
la description d'un smoothie qui fait partie intégrante de l'image n'ést pas correct,rediriger le client vers son designer,"202"
